sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
13Wa,,Default,simple,"Default Category, Wall Tiles/Mosaic",base,Cubis Vanilla Grey Matt Mosaic Tile,"The Regal® smoke polished tile features a modern glossy finish, transforming the look of your interior walls and floors. Exclusive to Topps Tiles, it sports a clean square design and deep grey colour. Pair this porcelain tile with coordinating trims, thresholds and grouts from the Regal® range, available in a subtle palette of neutral hues and various finishes.","Product Colour:          Cream
Tile Surface:                Floor, Wall
Tile Size:                      34cm x 29.4cm Rectangular
Tile Depth (cm):          1.07
Weight (kg):                 1.9",,1,Taxable Goods,"Catalog, Search",8,,,,Cubis-Vanilla-Grey-Matt-Mosaic-Tile,Cubis Vanilla Grey Matt Mosaic Tile,Regal Cubis Vanilla Grey / Regal Cubis Mosaic/Regal Cubis Matt/ Regal Cubis Wall Tiles,"The Regal smoke polished tile features a modern glossy finish, transforming the look of your interior walls and floors. It sports a clean square design and deep gray colour. ",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=12",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
14Wa,,Default,simple,"Default Category, Wall Tiles/Mosaic",base,Etched Smoke Tile,"Exclusive to Topps Tiles, the Regal® etched smoke tile in neutral grey tones features a sophisticated geometric design, which is created using a technique similar to stone engraving. The top layer of each porcelain tile is removed in a unique pattern, leaving a surface that combines a polished gloss finish with tactile design elements. The bold geometric design of these tiles can be paired with contrasting tiles in the Regal® range to create an eye-catching look that fuses vintage and modern styles. Coordinating trims, thresholds and grouts will help you create a variety of design themes. This range is pre-sealed and should be treated similarly to our existing polished porcelain tiles.","Product Colour:          Grey
Tile Surface:                Wall
Tile Size:                      60cm x 29.7cm Rectangular
Tile Depth (cm):          0.95
Weight (kg):                 3.3",,1,Taxable Goods,"Catalog, Search",7,,,,Etched-Smoke-Tile,Etched Smoke Tile,Regal Etched/ Regal Smoke/ Etched Smoke/ Regal Mosaic/ Regal Wall Tiles,"The Regal etched smoke tile in neutral grey tones features a sophisticated geometric design. The top layer of each porcelain tile is removed in a unique pattern,  a surface that combines a polished gloss finish with tactile design elements. ",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=13",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
15Wa,,Default,simple,"Default Category, Wall Tiles/Mosaic",base,Grey Polished Tile,"Our exclusive Regal® grey polished tiles can be used on floors, walls and stove surrounds, making them the perfect way to create a seamless finish. Made from porcelain, a strong, durable and versatile material, these glossy square tiles have an air of classic elegance. They are sealed during manufacture, allowing you to install them without the need for additional sealing before or immediately after fixing.","Product Colour:                        Grey
Tile Surface:                              Floor, Wall
Tile Size:                                    60cm x 60cm Square
Tile Depth (cm):                        0.95
Weight (kg):                               7",,1,Taxable Goods,"Catalog, Search",8,,,,Grey-Polished-Tile,Grey Polished Tile,Regal Grey/ Regal Polished/ Regal Mosaic/ Regal Wall Tiles,"The exclusive Regal grey polished tiles can be used on floors, walls and stove surrounds, making them the perfect way to create a seamless finish. A strong, durable and versatile material, these glossy square tiles have an air of classic elegance.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=14",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
16Wa,,Default,simple,"Default Category, Wall Tiles/Glass",base,Speculo™ Rose Tile,"Add a soft pink hue to your walls with the Speculo™ rose tile, exclusive to Topps Tiles. This glossy design features a delicate lustre that shimmers in natural light, creating depth and a modern feel. Made from polished glass, the Speculo™ tile showcases a contemporary twist on the brick shape and is aptly named after the Latin word for glass.","Product Colour:                        Pink
Tile Surface:                              Wall
Tile Size:                                    20cm x 10cm Rectangular
Tile Depth (cm):                        0.8
Weight (kg):                               0.394",,1,Taxable Goods,"Catalog, Search",8,,,,Speculo-Rose-Tile,Speculo™ Rose Tile,Speculo Rose/ Speculo Glass/ Speculo Wall Tiles,"Add a soft pink hue to your walls with the Speculo rose tile, exclusive to Topps Tiles. This glossy design features a delicate lustre that shimmers in natural light, creating depth and a modern feel.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=15",200,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
17Wa,,Default,simple,"Default Category, Wall Tiles/Glass",base,Speculo™ Mist Tile,"Designed in a subtle grey, the Speculo™ mist tile is inspired by the Latin name for 'glass'. With a glossy finish and a hint of lustre, this neutral glass tile glistens in the natural light, adding depth to all manner of spaces. A contemporary update to the classic brick shape, this design can be precisely cut using a speed magnet cutter and a 6mm scoring wheel.","Product Colour:                        Grey
Tile Surface:                              Wall
Tile Size:                                    20cm x 10cm Rectangular
Tile Depth (cm):                        0.8
Weight (kg):                               0.394",,1,Taxable Goods,"Catalog, Search",9,,,,Speculo-Mist-Tile,Speculo™ Mist Tile,Speculo Mist/ Speculo Glass/ Speculo Wall Tiles,"Designed in a subtle grey, the Speculo mist tile is inspired by the Latin name for 'glass'. With a glossy finish and a hint of lustre, this neutral glass tile glistens in the natural light, adding depth to all manner of spaces.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=16",200,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
18Wa,,Default,simple,"Default Category, Wall Tiles/Glass",base,Lynx White Mix Mosaic Tile,"Create an exquisite feature wall or streamlined splashback with these Lynx white mix mosaic tiles. The stunning light shades of the rectangular design are neutral in tone, so you can be confident that they'll sit well alongside most decorative schemes, adding a hint of refinement with their glossy finish.","Product Colour:                        White
Tile Surface:                              Wall
Tile Size:                                    30.6cm x 28.2cm Rectangular
Tile Depth (cm):                        0.6
Weight (kg):                               1.1",,1,Taxable Goods,"Catalog, Search",10,,,,Lynx-White-Mix-Mosaic-Tile,Lynx White Mix Mosaic Tile,Speculo Lynx/ Speculo White/ Speculo Mix/ Speculo Glass/ Speculo Mosaic/ Speculo Wall Tiles,Create an exquisite feature wall or streamlined splashback with these Lynx white mix mosaic tiles. The stunning light shades of the rectangular design are neutral in tone.,,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=17",200,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
19Wa,,Default,simple,"Default Category, Wall Tiles/Glass",base,Kew Midnight Mix Mosaic Brick Tile,"With a combination of luxurious, pearlescent colours and sprinkles of darker tones, the Kew Midnight Mix mosaic brick tile creates a stunning feature wall. The brick effect in combination with the gloss finish is superb. You can also combine this multicoloured glass mosaic tile with ceramic or porcelain to create an eye-catching effect. ","Product Colour:                        Grey, Multicoloured
Tile Surface:                              Wall
Tile Size:                                    32.2cm x 29.4cm Rectangular
Tile Depth (cm):                        0.6
Weight (kg):                               1",,1,Taxable Goods,"Catalog, Search",11,,,,Kew-Midnight-Mix-Mosaic-Brick-Tile,Kew Midnight Mix Mosaic Brick Tile,Kew Midnight Mix Mosaic Brick Tile,"With a combination of luxurious, pearlescent colours and sprinkles of darker tones, the Kew Midnight Mix mosaic brick tile creates a stunning feature wall. ",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=18",200,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
20Ki,,Default,simple,"Default Category, Kitchen Tiles/Ceramic",base,Cirlce Blue Tile,"With their layered hues and tactile finish, these Attingham™ Mist Geometrics décor tiles lend a vintage feel to your living space. The subtle variation in shading is achieved by applying different amounts of glaze to each tile, and the relief effect is a result of using a reactive print. Each set of tiles contains five different geometric designs, allowing you to create a distinctive statement. Pair these grey tiles with designs from the main range to create a unique display.","Coverage Per Box:                      0.3m²
Tiles Per Box:                              5
Product Colour:                          Grey
Tile Surface:                                Wall
Tile Size:                                      40cm x 15cm Rectangular
Tile Depth (cm):                         1
Weight (kg):                                5.1",,1,Taxable Goods,"Catalog, Search",12,,,,Cirlce-Blue-Tile,Cirlce Blue Tile,Attingham Powder / Attingham Blue/ Attingham Ceramic/ Attingham Kitchen Tiles,"With their layered hues and tactile finish, these Attingham Mist Geometrics decor tiles lend a vintage feel. The subtle variation in shading is achieved by applying different amounts of glaze to each tile, and the relief effect.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=19",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
21Ki,,Default,simple,"Default Category, Kitchen Tiles/Ceramic",base,Powder Blue Geometric Decor Tile,"For using 50/50 Brickbond and Stepladder laying patterns with Attingham tiles, we would recommend allowing 10% extra for cuts and breakages. Dry laying is also advised so that required adjustments can be made.","Coverage Per Box:                      0.3m²
Tiles Per Box:                              5
Product Colour:                          Blue
Tile Surface:                                Wall
Tile Size:                                      40cm x 15cm Rectangular
Tile Depth (cm):                         1
Weight (kg):                                5.1",,1,Taxable Goods,"Catalog, Search",12,,,,Powder-Blue-Geometric-Decor-Tile,Powder Blue Geometric Decor Tile,Attingham Powder / Attingham Blue/ Attingham Geometric/Attingham Ceramic/ Attingham Kitchen Tiles,"For using 50/50 Brickbond and Stepladder laying patterns with Attingham tiles, we would recommend allowing 10% extra for cuts and breakages. ",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=20",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
22Ki,,Default,simple,"Default Category, Kitchen Tiles/Ceramic",base,Powder Blue Tile,"These vintage style Attingham™ powder blue ceramic tiles feature subtle colours and variations in shading, created by applying differing amounts of glaze to each tile. The aesthetic is popular with interior designers, and the range won Silver at the 2016 House Beautiful Awards. Opt for a coordinated look by pairing these blue tiles with the Attingham™ Geometrics décor tiles in a coordinating powder blue hue, which use a reactive print to create a relief effect.","Coverage Per Box:                      0.3m²
Tiles Per Box:                              5
Product Colour:                          Blue
Tile Surface:                                Wall
Tile Size:                                      40cm x 15cm Rectangular
Tile Depth (cm):                         1
Weight (kg):                                1.02",,1,Taxable Goods,"Catalog, Search",11,,,,Powder-Blue-Tile,Powder Blue Tile,Attingham Powder / Attingham Blue/ Attingham Ceramic/ Attingham Kitchen Tiles,"The range won Silver at the 2016 House Beautiful Awards. Opt for a coordinated look by pairing these blue tiles with the Attingham Geometrics décor tiles in a coordinating powder blue hue, which use a reactive print to create a relief effect.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=21",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
23Ki,,Default,simple,"Default Category, Kitchen Tiles/Ceramic",base,Seagrass Geometric Decor Tile,"These ceramic Attingham™ Seagrass Geometric décor tiles will lend a vintage feel to almost any space. The unique variations in shading are created by applying the glaze in layers, and a reactive print is used to form a relief effect.

For using 50/50 Brickbond and Stepladder laying patterns with Attingham tiles, we would recommend allowing 10% extra for cuts and breakages. Dry laying is also advised so that required adjustments can be made","Coverage Per Box:                      0.3m²
Tiles Per Box:                              5
Product Colour:                          Green
Tile Surface:                                Wall
Tile Size:                                      40cm x 15cm Rectangular
Tile Depth (cm):                         1
Weight (kg):                                5.1",,1,Taxable Goods,"Catalog, Search",13,,,,Seagrass Geometric Decor Tile,Seagrass Geometric Decor Tile,Attingham Seagrass/Attingham Geometric/Attingham Ceramic/ Attingham Kitchen Tiles,"These ceramic Attingham Seagrass Geometric décor tiles will lend a vintage feel to almost any space. The unique variations in shading are created by applying the glaze in layers, and a reactive print is used to form a relief effect.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=22",400,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
24Ki,,Default,simple,"Default Category, Kitchen Tiles/Slate",base,Black Slate Tile,"The Piscola range of tiles uses a variety of natural colours and textures that lend themselves to a cosy, country style aesthetic. This rectangular brushed slate tile in black will add a natural feel to your décor.

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used.","Product Colour:             Black
Tile Surface:                   Floor, Wall
Tile Size:                         60cm x 40cm Rectangular
Tile Depth (cm):            1.2
Weight (kg):                   8.25",,1,Taxable Goods,"Catalog, Search",11,,,,Black-Slate-Tile,Black Slate Tile,Piscola Black/Piscola Slate/Piscola Kitchen Tiles,"The Piscola range of tiles uses a variety of natural colours and textures that lend themselves to a cosy, country style aesthetic. This rectangular brushed slate tile in black will add a natural feel to your decor.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=23",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,
